Episode,Reward,Round,Accuracy
0,-71.58088848140605,300,0.9252
1,-72.43641351362993,300,0.9404
2,-71.29242806951282,300,0.9384
3,-73.15353006973328,300,0.9347
4,-70.3290170226055,300,0.9224
5,-73.2350236332309,300,0.9354
6,-71.42040421559149,300,0.9331
7,-72.07480881611075,300,0.8989
8,-71.41307218636447,300,0.9416
9,-71.69119059318523,300,0.9409
10,-74.88640532031287,300,0.9265
11,-75.02302966475357,300,0.8643
12,-71.18830269723847,300,0.9112
13,-72.12629664873927,300,0.9238
