Episode,Reward,Round,Accuracy
88,2.6990724063832534,50,0.9591
89,4.6657500037358455,50,0.9707
90,0.7201709984236493,50,0.9591
91,7.004732988659995,50,0.9718
92,10.68022310561964,50,0.9603
93,6.787684837948533,50,0.9705
94,4.642027901848683,50,0.9704
95,-1.5151960416449128,50,0.9594
96,5.11257687447738,50,0.9657
97,0.728081080611023,50,0.9675
98,6.20441031690052,50,0.9628
99,4.818083364448684,50,0.9604
100,10.588046637377476,50,0.9565
101,8.360302621767147,50,0.9567
102,4.6155862986650025,50,0.9654
103,6.411145952174122,50,0.9675
104,4.845366937521883,50,0.9645
105,0.5669240798257735,50,0.9682
106,6.756331018211605,50,0.9553
107,-3.3058805096739396,50,0.9591
108,6.704745215964397,50,0.9583
109,16.62399073769495,50,0.9705
110,0.5114020462472959,50,0.9604
111,6.481790808667737,50,0.9687
112,8.778594321613792,50,0.9607
113,4.4928127215026,50,0.9563
114,10.715026661995175,50,0.9631
115,-1.4560520324277293,50,0.9431
116,4.482522221515597,50,0.9608
117,9.082451502542416,50,0.9735
118,6.447784407741323,50,0.9589
119,6.6290249894005004,50,0.9617
120,12.710257626028882,50,0.9679
121,6.72540134968319,50,0.9683
122,8.654661112156333,50,0.9625
123,0.5936523704423411,50,0.9683
124,2.5108184197792616,50,0.9649
125,0.8643960724087176,50,0.9724
126,10.727829918843206,50,0.9682
127,10.695374049406006,50,0.9651
128,10.959877454756842,50,0.9538
129,10.543402697592509,50,0.9679
130,2.3938303634565257,50,0.965
131,6.747305799838305,50,0.9656
132,6.554460550732237,50,0.9637
133,6.699071043595722,50,0.9725
134,6.747361194570214,50,0.9647
135,2.5471918703056327,50,0.9665
136,7.007473246853735,50,0.9647
137,8.754987115973552,50,0.9677
138,8.549895138356884,50,0.9628
139,10.675587095238729,50,0.9664
140,8.38071339048032,50,0.9692
141,8.702861248366721,50,0.9714
142,4.7471393336782395,50,0.9706
143,6.742148897519301,50,0.9686
144,10.591328226862974,50,0.9649
145,6.631508000108288,50,0.9699
146,6.648687196257333,50,0.9647
147,12.616688286060347,50,0.9711
148,-1.5715521156176044,50,0.961
149,8.69419122936817,50,0.9651
150,10.505224320287683,50,0.9616
151,10.590303884843353,50,0.9561
152,6.857125195111095,50,0.9583
153,12.709098826241602,50,0.9604
154,4.679447603864036,50,0.9578
155,14.847540374236567,50,0.9749
156,8.636538287085678,50,0.9668
157,6.751737243000911,50,0.9645
158,-1.3058125644607952,50,0.9729
159,6.68334909955998,50,0.957
160,2.4727364174023223,50,0.9714
161,8.598713778944031,50,0.9693
162,2.595695915909735,50,0.9755
163,4.693901072556761,50,0.9388
164,0.5997034180088163,50,0.9579
165,2.8031304006898115,50,0.9681
166,6.86320867126366,50,0.9648
167,6.520037518361979,50,0.9673
168,-1.273256667971652,50,0.9642
169,2.6905038431025448,50,0.9652
170,-3.502043893070669,50,0.9616
171,8.80581826333274,50,0.9623
172,0.6943969585728549,50,0.9711
173,2.633099614056481,50,0.9677
174,2.776583180327557,50,0.9637
175,8.828808106433238,50,0.9663
176,2.4958993792774438,50,0.9609
177,6.711684388813968,50,0.9699
178,5.400904943363946,50,0.9643
179,12.434788269180018,50,0.9691
180,6.540070935032309,50,0.967
181,0.34375730531647086,50,0.9582
182,2.553262976581421,50,0.9739
183,4.528768521997856,50,0.9537
184,6.472458627129162,50,0.9642
185,0.5830563188872777,50,0.9575
186,6.4845474180058655,50,0.9636
187,8.80847285559827,50,0.9549
188,0.5390670360750964,50,0.9554
189,4.546894682239964,50,0.9631
190,4.577575946018449,50,0.9612
191,6.721353651409942,50,0.9505
192,6.627137789844383,50,0.9697
193,0.6176260657378903,50,0.9604
194,4.43575849862682,50,0.9591
195,4.687890750959683,50,0.9724
196,6.677142980325264,50,0.9497
197,6.54124255640953,50,0.97
198,4.811523540025304,50,0.9622
199,4.61384779890234,50,0.9503
